edition_key,description,notes,first_sentence
OL28562969M,,Source title: Dom Ziemi i Krwi (Tom 1) KsiÄĹzycowe miasto. CzÄĹÄ 1 - J. Maas Sarah [KSIÄĹťKA],
OL21376214M,,Translation of: Hidden heart.,
OL10807106M,,Magna Popular Series (Large Print),
OL3475143M,,"""A Signet Eclipse book.""",
OL21376202M,,"Originally published as ""When the loving stopped"", 1988.",
OL9827465M,,Harlequin Presents,
OL56900534M,"Él la odia... casi tanto como la desea.

 Josh Chen es ambicioso, arrogante y ninguna mujer se le resiste. Ninguna excepto Jules Ambrose. La enemistad entre ellos es tan obvia como lo es el deseo que, desde que se conocen, no hace más que aumentar. Cuando la tensión por fin estalle, Josh propondrá un trato imposible de rechazar: un acuerdo entre enemigos con derechos y tres sencillas reglas: 

Sin celos. Sin condiciones. Y, por supuesto, sin enamorarse.
Extrovertida y ambiciosa, Jules Ambrose ha dejado atrás un pasado de desenfreno para enfocarse en un objetivo: convertirse en abogada. En este momento, lo último que necesita es iniciar una relación con un hombre que es tan insufrible como atractivo. Pero con el paso del tiempo, se dará cuenta de que Josh es mucho más de lo que aparenta: 

El hermano de su mejor amiga. Su némesis. Y su único refugio. 
Forman una pareja hecha en el infierno y, cuando los demonios de su pasado los alcancen, se enfrentarán a verdades que podrían salvarlos… o destruirlos por completo.",,
OL37736394M,"A veces, quien más te quiere es quién más daño te hace.
Lily no siempre lo ha tenido fácil. Por eso, su idílica relación con un magnífico neurocirujano llamado Ryle Kincaid, parece demasiado buena para ser verdad. Cuando Atlas, su primer amor, reaparece repentinamente y Ryle comienza a mostrar su verdadera cara, todo lo que Lily ha construido con él se ve amenazado.",,
OL36214401M,"Als Lily Ryle kennenlernt, scheinen all ihre Träume wahr zu werden: eine neue Stadt, der erste Job und dann noch Ryle - überaus attraktiv, überaus wohlhabend und überaus erfolgreich. Vergessen scheint Lilys schwierige Kindheit. Vergessen auch Atlas, ihre erste Liebe, der gegenüber von Lily squattete - bis ihr Vater die beiden erwischte und Atlas von heute auf morgen verschwand. Und dann steht Atlas auf einmal vor ihr. Als Ryle von ihrer gemeinsamen Vorgeschichte erfährt, weckt dies seine Eifersucht.",Source title: Nur noch ein einziges Mal: Roman,
OL35891593M,"Um romance sobre as escolhas corretas nas situações mais difíceis. As coisas não foram sempre fáceis para Lily, mas isso nunca a impediu de conquistar a vida tão sonhada. Ela percorreu um longo caminho desde a infância, em uma cidadezinha no Maine: se formou em marketing, mudou para Boston e abriu a própria loja. Então, quando se sente atraída por um lindo neurocirurgião chamado Ryle Kincaid, tudo parece perfeito demais para ser verdade. Ryle é confiante, teimoso, talvez até um pouco arrogante e se sente atraído por Lily. Porém, sua grande aversão a relacionamentos é perturbadora. Além de estar sobrecarregada com as questões sobre seu novo relacionamento, Lily não consegue tirar Atlas Corrigan da cabeça — seu primeiro amor e a ligação com o passado que ela deixou para trás. Ele era seu protetor, alguém com quem tinha grande afinidade. Quando Atlas reaparece de repente, tudo que Lily construiu com Ryle fica em risco. Com um livro ousado e extremamente pessoal, Colleen Hoover conta uma história arrasadora, mas também inovadora, que não tem medo de discutir temas como abuso e violência doméstica. Uma narrativa inesquecível sobre um amor que custa caro demais.",Source title: E Assim que Acaba (Em Portugues do Brasil),
OL35256642M,"‘Nooit meer’ van Colleen Hoover vertelt het aangrijpende verhaal van Lily, die verliefd wordt op de knappe neurochirurg Ryle. Hij is assertief, koppig en een tikje arrogant, maar ook gevoelig, briljant en dol op Lily. De opbloeiende nieuwe relatie brengt herinneringen terug aan Atlas, haar eerste liefde. Als hij weer in haar leven verschijnt, komt alles wat Lily heeft opgebouwd in gevaar. Dan komt het eropaan dat ze de kracht in zichzelf vindt om te zorgen dat de toekomst geen herhaling wordt van het verleden. Colleen Hoover schreef met ‘Nooit meer’ een persoonlijk emotioneel verhaal met universele zeggingskracht.",,
OL32956533M,"Lily Blossom Bloom n'a pas eu une enfance très facile, entre un père violent et une mère qu'elle trouve soumise, mais elle a su s'en sortir dans la vie et est à l'aube de réaliser le rêve de sa vie : ouvrir, à Boston, une boutique de fleurs. Elle vient de rencontrer un neurochirurgien, Lyle, charmant, ambitieux, visiblement aussi attiré par elle qu'elle l'est par lui. Le chemin de Lily semble tout tracé.

Elle hésite pourtant encore un peu : il n'est pas facile pour elle de se lancer dans une histoire sentimentale, avec des parents comme les siens et Atlas, ce jeune homme qu'elle avait rencontré adolescente, lui a laissé des souvenirs à la fois merveilleux et douloureux. Est-ce que le chemin de Lily est finalement aussi simple ? Les choix les plus évidents sont-ils les meilleurs ?",,
OL38095018M,"A veces, quien más te quiere es quién más daño te hace.

Lily no siempre lo ha tenido fácil. Por eso, su idílica relación con un magnífico neurocirujano llamado Ryle Kincaid, parece demasiado buena para ser verdad. Cuando Atlas, su primer amor, reaparece repentinamente y Ryle comienza a mostrar su verdadera cara, todo lo que Lily ha construido con él se ve amenazado.",,
OL10273554M,,,"Darius looked around the club, taking in the teeming, half-naked bodies on the dance floor."
OL21626261M,,"Originally published as ""When the loving stopped"".",
OL26419013M,"Link on Amazon.com:
https://www.amazon.com/Betrayal-Harlequin-Presents-Sally-Wentworth/dp/0373103964/ref=sr_1_1?ie=UTF8&qid=1516563156&sr=8-1&keywords=Sally+Wentworth+-+Betrayal+in+Bali",,
OL1560669M,,"""Atlantic romance""--Cover.",
OL38862658M,,Source title: November 9: A Novel,
OL27440166M,,Source title: November 9: A Novel,
OL42024692M,"From New York Times Bestselling Author, Penelope Douglas, comes the latest standalone love-hate romance...""We were perfect together. Until we met."" MishaI can’t help but smile at the lyrics in her letter. She misses me.In fifth grade, my teacher set us up with pen pals from a different school. Thinking I was a girl, with a name like Misha, the other teacher paired me up with her student, Ryen. My teacher, believing Ryen was a boy like me, agreed.It didn’t take long for us to figure out the mistake. And in no time at all, we were arguing about everything. The best take-out pizza. Android vs. iPhone. Whether or not Eminem is the greatest rapper ever…And that was the start. For the next seven years, it was us.Her letters are always on black paper with silver writing. Sometimes there’s one a week or three in a day, but I need them. She’s the only one who keeps me on track, talks me down, and accepts everything I am.We only had three rules. No social media, no phone numbers, no pictures. We had a good thing going. Why ruin it?Until I run across a photo of a girl online. Name’s Ryen, loves Gallo’s pizza, and worships her iPhone. What are the chances?F*ck it. I need to meet her.I just don’t expect to hate what I find.RyenHe hasn’t written in three months. Something’s wrong. Did he die? Get arrested? Knowing Misha, neither would be a stretch.Without him around, I’m going crazy. I need to know someone is listening. It’s my own fault. I should’ve gotten his phone number or picture or something.He could be gone forever.Or right under my nose, and I wouldn’t even know it.*Punk 57 is a stand alone New Adult romance. It is suitable for ages 18+.",,
OL40224862M,"Para meu pai, que deu o seu melhor para não ser pior.
E para a minha mãe, que garantiu que nunca víssemos no seu pior.",Source title: Isto Acaba Aqui (Portuguese Edition),"Aqui sentada, com uma perna de cada lado do parapeito, a olhar para baixo, 12 andares acima das ruas de Boston, não consigo deixar de pensar em suicídio."
OL32956532M,"Um romance sobre as escolhas corretas nas situações mais difíceis. As coisas não foram sempre fáceis para Lily, mas isso nunca a impediu de conquistar a vida tão sonhada. Ela percorreu um longo caminho desde a infância, em uma cidadezinha no Maine: se formou em marketing, mudou para Boston e abriu a própria loja. Então, quando se sente atraída por um lindo neurocirurgião chamado Ryle Kincaid, tudo parece perfeito demais para ser verdade. Ryle é confiante, teimoso, talvez até um pouco arrogante e se sente atraído por Lily. Porém, sua grande aversão a relacionamentos é perturbadora. Além de estar sobrecarregada com as questões sobre seu novo relacionamento, Lily não consegue tirar Atlas Corrigan da cabeça — seu primeiro amor e a ligação com o passado que ela deixou para trás. Ele era seu protetor, alguém com quem tinha grande afinidade. Quando Atlas reaparece de repente, tudo que Lily construiu com Ryle fica em risco. Com um livro ousado e extremamente pessoal, Colleen Hoover conta uma história arrasadora, mas também inovadora, que não tem medo de discutir temas como abuso e violência doméstica. Uma narrativa inesquecível sobre um amor que custa caro demais.",,
OL52982047M,"New York – Los Angeles, und dazwischen die große Liebe

Ausgerechnet am Abend, bevor sie von Los Angeles nach New York zieht, lernen sie sich kennen: die 18-jährige  Fallon, Tochter eines bekannten Filmschauspielers, und der gleichaltrige Ben, der davon träumt, Schriftsteller zu werden. Beide verlieben sich auf den ersten Blick ineinander und verbringen die Stunden vor dem Abflug zusammen. Doch wie soll es weitergehen? Wollen sie sich wirklich auf eine Fernbeziehung einlassen und ihren Alltag nur halbherzig leben? Um das zu verhindern, beschließen die beiden, sich die nächsten fünf Jahr  jedes Jahr am selben Novembertag zu treffen, dazwischen jedoch auf jeglichen Kontakt zu verzichten. Und wer weiß, vielleicht, so die Hoffnung, klappt es am Ende der fünf Jahre ja mit einem Happyend.

Doch fünf Jahre sind eine lange Zeit - und so kommt ihnen trotz aller intensiven Gefühle, die bei jedem Treffen der beiden hochkochen, ganz einfach das Leben dazwischen …",,
OL43407856M,"Fallon meets Ben, an aspiring novelist, the day of her scheduled cross-country move. Their untimely attraction leads them to spend Fallon's last day in L.A. together, and her eventful life becomes the creative inspiration Ben has always sought for his novel. Over time, and amidst the various relationships and tribulations of their own separate lives, they continue to meet on the same day every year. Until one day Fallon becomes unsure if Ben has been telling her the truth or fabricating a perfect reality for the sake of the ultimate plot twist. Can Ben's relationship with Fallon - and simultaneously his novel - be considered a love story if it ends in heartbreak?",,
OL40232570M,"Eine Achterbahn der Gefühle

Als Lily Ryle kennenlernt, scheinen all ihre Träume wahr zu werden: eine neue Stadt, der erste Job und dann noch Ryle – überaus attraktiv, überaus wohlhabend und überaus erfolgreich. Vergessen scheint Lilys schwierige Kindheit. Vergessen auch Atlas, ihre erste Liebe, der gegenüber von Lily squattete – bis ihr Vater die beiden erwischte und Atlas von heute auf morgen verschwand. Und dann steht Atlas auf einmal vor ihr. Als Ryle von ihrer gemeinsamen Vorgeschichte erfährt, weckt dies seine Eifersucht …",,
OL44897339M,"Иногда тот, кого ты любишь, причиняет тебе сильнейшую боль.

Но отношения Лили и Райла слишком хороши, чтобы она задумывалась о таких вещах.

Райл напорист и упрям, отлично выглядит и умеет сопереживать. Достойный мужчина, которого Лили однажды предпочла своей тайной первой любви, человеку, от которого была без ума.

Но когда этот ""другой"" вновь появляется в ее жизни, Лили вдруг замечает: с каждым днем Райл все больше меняется.",,
OL41724387M,,Source title: It Ends With Us (versione italiana),
OL42883035M,,,"For my father, who tried his very best not to be his worst. And for my mother, who made sure we never saw him at his worst."
OL39479218M,,Source title: It Ends with Us: A Novel (1),
OL30570882M,"Ailesinden ona miras kalan öğrenilmiş çaresizliğe başkaldıran Lily’nin tüm acılara rağmen yeniden doğuşunun ümit ve sevgi dolu hikâyesi...

İçine doğdukları aileyi seçememenin yarattığı acının üstesinden beraber gelmeye çalışan Lily ile Atlas’ın hayatlarındaki ve hayallerindeki dönüşüm hayranlık uyandırıyor. İlginç tesadüflerle bezeli bu romanı okurken kendinizden bir parça bulacaksınız.

Bizimle Başladı Bizimle Bitti, asla vazgeçmeyen ve “yüzmeye devam etmek” isteyenlerin kitabı; başkaldırının ve empatinin yazıya dökülmüş hâli...",,
OL20583136M,,Translation of: A first time for everything.,
OL20583210M,,Translation of: A first time for everything.,
OL18817321M,,Originally published: 1988.,
OL37048559M,"전 세계 틱톡 유저들이 사랑에 빠진 로맨스 소설, 15초 영상 세대도 열광한 페이지 터너 콜린 후버의 《우리가 끝이야》가 드디어 국내에 출간되었다. 릴리는 죽음을 생각하던 어느 밤, 운명처럼 한 남자를 만난다. 모든 것이 완벽한 그와의 관계가 깊어질수록 드러나는 짙은 어둠. 두렵지만 피할 수 없고, 사랑하지만 용서할 수 없는 연인의 비밀 앞에서 릴리가 마침내 입을 연다. “우리가 끝이야.” 한번 손에 쥐면 마지막 장을 덮기 전까지 절대로 내려놓을 수 없는 책, 책을 덮은 후에도 결코 놓여날 수 없는 강렬한 마성의 러브 스토리다.",,
OL39819953M,,"Source title: Priest (Priest, 1)",
OL29755235M,,Source title: Priest: A Love Story,
OL21376216M,,Translation of: A first time for everything.,
OL15236069M,,Translation of: A first time for everything.,
OL21626306M,,Translation of: A first time for everything.,
OL21626291M,,Translation of: A first time for everything.,
OL12043679M,,Story Sound,
OL1085631M,,Cover photo is of actual book.,
OL61375849M,"IK HEB DE REPUTATIE OPGEBOUWD VAN EEN KOUD, GEVOELLOOS MONSTER DAT VOOR NIETS OF NIEMAND BANG IS EN NERGENS OM GEEFT. MAAR DIT ALLES IS VRESELIJK MISLEIDEND. wANT IN WERKELIJKHEID BEN IK NIET VEEL MEER DAN EEN LAFAARD Terug op de basis van Sector 45 is Warner, de meedogenloze leider van Sector 45, aan het herstellen van zijn bijna dodelijke schotwond. Na de ontsnapping van Juliette, Adam en Kenji moet hij er alles aan doen om zijn gezag terug te krijgen en de beginnende opstand onder de bewoners van Sector 45 te onderdrukken. Maar zijn obsessie voor Juliette wordt met de dag groter en het wordt zijn hoogste prioriteit om haar te vinden. Als Warners vader, de opperbevelhebber van Het Herstel, op de basis arriveert om de fouten van zijn zoon te corrigeren, wordt duidelijk dat hij hele andere plannen heeft voor Juliette. Plannen die Warner simpelweg niet kan toestaan. Het fascinerende en alles onthullende boek Verwoest me is deel 1,5 uit de Touching Juliette-trilogie. Het speelt zich af na Vrees me en voor Breek me en wordt volledig verteld vanuit het persectief van Warner.",,
OL9604150M,,Harlequin Presents,
OL21439489M,,Italian translation of: Lover's touch.,
OL10691317M,,Harlequin Romance,
OL11235181M,,Linford Romance Library,
OL9774846M,"Page 105 & 106 are missing
The latest pages: from page 132 to the end it was scanned very poorly. The top of all the pages have been cut off.",The latest pages: from page 132 to the end it was scanned very poorly. The top of all the pages have been cut off.,
OL11658583M,,Thorndike Press Large Print Buckinghams,
OL8926729M,,Dales Romance,
OL10691244M,,Harlequin Romance,
OL22400323M,,"Previous ed, London , Mills & Boon, 1982.",
OL24937157M,,"""Original hardcover edition published in 1992 by Mills & Boon Limited""--T.p. verso.",
OL10746962M,,Reader's Choice,
OL10239517M,,Romance,
OL9676949M,,Harlequin Presents,
OL27184908M,"""Tessa has everything to lose. Hardin has nothing to lose… except her.

After a tumultuous beginning to their relationship, Tessa and Hardin were on the path to making things work. Tessa knew Hardin could be cruel, but when a bombshell revelation is dropped about the origins of their relationship—and Hardin’s mysterious past—Tessa is beside herself.

Hardin will always be… Hardin. But is he really the deep, thoughtful guy Tessa fell madly in love with despite his angry exterior—or has he been a stranger all along? She wishes she could walk away. It’s just not that easy. Not with the memory of passionate nights spent in his arms. His electric touch. His hungry kisses.

Still, Tessa’s not sure she can endure one more broken promise. She put so much on hold for Hardin—school, friends, her mom, a relationship with a guy who really loved her, and now possibly even a promising new career. She needs to move forward with her life.

Hardin knows he made a mistake, possibly the biggest one of his life. He’s not going down without a fight. But can he change? Will he change for love?""","""Gallery original fiction trade.""",
OL9740569M,,Dales Romance,
OL9745793M,,,MATT FINLAY scanned Frankie’s shocked face and gave her a bracing smile. ‘I happen to think that Sardinia could be a very therapeutic trip for you. You could confront your memories of the love of your life and get it all out of your system—’
OL21259238M,,Translation of: Passport to happiness.,
OL21376204M,,"Originally published as ""Passport to happiness"".",
OL21911056M,,Translation of: Passport to happiness.,
OL30786654M,,Source title: After (The After Series),
OL31853818M,,Source title: After (Serie After 1) (Bestseller) (Spanish Edition),
OL10738185M,,Harlequin Presents,
OL31882114M,"She was still his wife! Frankie thought she'd seen the last of her husband, Santino Vitale - until he breezed back on the scene with some earth shattering news. Their marriage wasn't annulled, and he intended to claim the wedding night they'd never had! He had it all worked out. Within three weeks Frankie would have paid her dues and be free to leave Sardinia and file for divorce. But Santino hadn't reckoned on falling for Frankie all over again - or that now she could be expecting his baby.","Standard print ed. originally published: Richmond, Surrey : Mills & Boon, 1998.

""OCT 12 C2""--Spine.",
OL24929928M,,"""Harlequin""--Cover.",
OL21626274M,,Translation of: Passport to happiness.,
OL46535310M,,Source title: Haunting Adeline: Nunca te dejaré (edición en español),
OL27180374M,,Translation of: After we collided.,
OL30786655M,,Source title: After (The After Series),
OL31853390M,,Source title: After (1) (The After Series),
OL31853389M,,Source title: After (1) (The After Series),
OL21084927M,,Translation of: The other woman.,
OL20501301M,,"Originally published, London: Mills & Boon, 1987.",
OL20320876M,,Translation of: Passport to happiness.,
OL28125626M,,Source title: After (1) (The After Series),
OL28125628M,,"Source title: After: The After Series, book 1 (Wattpad)",
OL31853819M,,Source title: After (Serie After 1) (Bestseller) (Spanish Edition),
OL26320905M,"There was the time before Tessa met Hardin, and then there’s everything AFTER... Life will never be the same. #Hessa

Tessa is a good girl with a sweet, reliable boyfriend back home. She’s got direction, ambition, and a mother who’s intent on keeping her that way.

But she’s barely moved into her freshman dorm when she runs into Hardin. With his tousled brown hair, cocky British accent, and tattoos, Hardin is cute and different from what she’s used to.

But he’s also rude—to the point of cruelty, even. For all his attitude, Tessa should hate Hardin. And she does—until she finds herself alone with him in his room. Something about his dark mood grabs her, and when they kiss it ignites within her a passion she’s never known before.

He'll call her beautiful, then insist he isn’t the one for her and disappear again and again. Despite the reckless way he treats her, Tessa is compelled to dig deeper and find the real Hardin beneath all his lies. He pushes her away again and again, yet every time she pushes back, he only pulls her in deeper.

Tessa already has the perfect boyfriend. So why is she trying so hard to overcome her own hurt pride and Hardin's prejudice about nice girls like her?

Unless...could this be love?",,
OL22305558M,,"Originally published, 1987.",
OL36639394M,"**A veces, el amor puede ser una cuestión de Estado.** 

Alex Clarademont-Díaz, el hijo millennial de la presidenta de los Estados Unidos, es un tesoro para el *marketing* de la Casa Blanca: atractivo, carismático e inteligente. Lo que nadie sabe es que no soporta al príncipe Henry, el hijo de la reina de Inglaterra. Así que, cuando la prensa sensacionalista se hace con una fotografía que refleja un altercado entre Alex y Henry, las relaciones entre Estados Unidos y el Reino Unido se enfrían.

Ambos países trazan un plan para paliar los daños. Lo que empieza como una falsa amistad, publicada en Instagram, se va transformando en algo más profundo de lo que Alex y Henry podrían haber imaginado.

**¿Puede el amor cambiar el mundo?**","Source title: Rojo, blanco y sangre azul / Red, White & Royal Blue (Spanish Edition)",
OL27632309M,"What happens when America's First Son falls in love with the Prince of Wales?

When his mother became President, Alex Claremont-Diaz was promptly cast as the American equivalent of a young royal. Handsome, charismatic, genius—his image is pure millennial-marketing gold for the White House. There's only one problem: Alex has a beef with the actual prince, Henry, across the pond. And when the tabloids get hold of a photo involving an Alex-Henry altercation, U.S./British relations take a turn for the worse.

Heads of family, state, and other handlers devise a plan for damage control: staging a truce between the two rivals. What at first begins as a fake, Instragramable friendship grows deeper, and more dangerous, than either Alex or Henry could have imagined. Soon Alex finds himself hurtling into a secret romance with a surprisingly unstuffy Henry that could derail the campaign and upend two nations and begs the question: Can love save the world after all? Where do we find the courage, and the power, to be the people we are meant to be? And how can we learn to let our true colors shine through? Casey McQuiston's Red, White & Royal Blue proves: true love isn't always diplomatic.
[(source)](https://us.macmillan.com/books/9781250316783)",,
OL12053339M,,Soundings S.,
OL10282198M,,Betty Neels Collector's Editions,
OL18107578M,,First published 1989.,
OL24947317M,,"""40th Anniversary edition""--Cover.",
OL57388938M,"First Son Alex Claremont-Diaz, with his sister and the Veep's genius granddaughter, are the White House Trio, a beautiful millennial marketing strategy for his mother, President Ellen Claremont. Then photos of a confrontation with his longtime nemesis Prince Henry at a royal wedding leak to the tabloids. The plan for damage control: stage a fake friendship between the First Son and the Prince. Alex soon discovers that beneath Henry's Prince Charming veneer, there's a soft-hearted eccentric with a dry sense of humor and more than one ghost haunting him. As President Claremont kicks off her reelection bid, Alex finds himself hurtling into a relationship with Henry that could derail the campaign and upend two nations. -- adapted from back cover",,
OL8547796M,"Valancy Stirling, an inhibited twenty-nine-year-old spinster, undergoes a total personality change when a doctor tells her she has no more than one year to live.",,
OL37749967M,"Valancy, 29 years old and never married, has never contradicted her overbearing mother and troublesome aunt. However, one fateful day a letter arrives from Doctor Trent, and Valancy decides she must do and say exactly what she wishes.","""A Bantam-Seal book.""

""Seal books.""",
OL35330489M,,"Standard print edition originally published: London: Hesperus, 2013.",
OL29072077M,,Source title: The Blue Castle (Annotated),
OL27160911M,"In early 1920s Canada, drastic circumstances give Valancy, a twenty-nine-year-old unmarried woman resigned to being an ""old maid,"" the courage to defy her controlling family and escape to a life of her own choosing.","Originally published by McClelland & Stewart in 1926.

10 and up.",
